time elapsed,date,time,magnitude,x,y,z,field control set point,input state
40.9,05/22/2025,14:55:29.618000,7.15001192e-05,-7.27110525e-06,-1.23583397e-05,-7.00476232e-05,9.91e+37,0
41.0,05/22/2025,14:55:29.718000,7.17719366e-05,-7.28928148e-06,-1.32590859e-05,-7.01589189e-05,9.91e+37,0
41.1,05/22/2025,14:55:29.818000,7.21569679e-05,-7.44965758e-06,-1.41209895e-05,-7.03685176e-05,9.91e+37,0
41.2,05/22/2025,14:55:29.918000,7.24653749e-05,-7.20182496e-06,-1.51187962e-05,-7.05038033e-05,9.91e+37,0
41.3,05/22/2025,14:55:30.018000,7.26286195e-05,-7.05264727e-06,-1.60259404e-05,-7.04864935e-05,9.91e+37,0
41.4,05/22/2025,14:55:30.118000,7.28715474e-05,-6.98900067e-06,-1.70580342e-05,-7.05013458e-05,9.91e+37,0
41.5,05/22/2025,14:55:30.218000,7.28594554e-05,-6.78092848e-06,-1.7910467e-05,-7.02974709e-05,9.91e+37,0
41.6,05/22/2025,14:55:30.318000,7.29485625e-05,-6.23349131e-06,-1.88002523e-05,-7.02081681e-05,9.91e+37,0
41.7,05/22/2025,14:55:30.418000,7.23130632e-05,-6.80767679e-06,-1.91418955e-05,-6.94004502e-05,9.91e+37,0
41.8,05/22/2025,14:55:30.518000,7.1241057e-05,-7.56160941e-06,-1.84314669e-05,-6.83987668e-05,9.91e+37,0
41.9,05/22/2025,14:55:30.618000,7.10760945e-05,-7.89119199e-06,-1.76105039e-05,-6.84062164e-05,9.91e+37,0
42.0,05/22/2025,14:55:30.718000,7.07510887e-05,-7.88749883e-06,-1.65742959e-05,-6.83285931e-05,9.91e+37,0
42.1,05/22/2025,14:55:30.818000,7.08128739e-05,-8.33724833e-06,-1.56644011e-05,-6.85534823e-05,9.91e+37,0
42.2,05/22/2025,14:55:30.918000,7.0485863e-05,-8.46037923e-06,-1.48452511e-05,-6.83834585e-05,9.91e+37,0
42.3,05/22/2025,14:55:31.018000,7.04431426e-05,-8.44010058e-06,-1.38421929e-05,-6.85521316e-05,9.91e+37,0
42.4,05/22/2025,14:55:31.118000,6.98502745e-05,-8.39366828e-06,-1.28651976e-05,-6.81402514e-05,9.91e+37,0
42.5,05/22/2025,14:55:31.218000,6.95597719e-05,-8.29009333e-06,-1.19210368e-05,-6.8027385e-05,9.91e+37,0
42.6,05/22/2025,14:55:31.318000,6.91037407e-05,-8.03642119e-06,-1.10008483e-05,-6.77475036e-05,9.91e+37,0
42.7,05/22/2025,14:55:31.418000,6.83931573e-05,-9.48445112e-06,-1.06634786e-05,-6.68876624e-05,9.91e+37,0
42.8,05/22/2025,14:55:31.518000,6.77449552e-05,-1.07431977e-05,-1.1623873e-05,-6.58699342e-05,9.91e+37,0
42.9,05/22/2025,14:55:31.618000,6.77788642e-05,-1.05514801e-05,-1.2610384e-05,-6.57542311e-05,9.91e+37,0
43.0,05/22/2025,14:55:31.718000,6.84698871e-05,-1.10402331e-05,-1.35263327e-05,-6.62063216e-05,9.91e+37,0
43.1,05/22/2025,14:55:31.818000,6.85866893e-05,-1.12306907e-05,-1.44335767e-05,-6.61035354e-05,9.91e+37,0
43.2,05/22/2025,14:55:31.918000,6.91141432e-05,-1.11577639e-05,-1.56165118e-05,-6.63957352e-05,9.91e+37,0
43.3,05/22/2025,14:55:32.018000,6.93243573e-05,-1.09482947e-05,-1.64984573e-05,-6.64364529e-05,9.91e+37,0
43.4,05/22/2025,14:55:32.118000,6.95802626e-05,-1.08577732e-05,-1.75802714e-05,-6.64413708e-05,9.91e+37,0
43.5,05/22/2025,14:55:32.218000,6.97175057e-05,-1.04886041e-05,-1.85667847e-05,-6.63761576e-05,9.91e+37,0
43.6,05/22/2025,14:55:32.318000,6.98546805e-05,-1.01316645e-05,-1.95060724e-05,-6.63064017e-05,9.91e+37,0
43.7,05/22/2025,14:55:32.418000,6.97902896e-05,-1.08486281e-05,-2.04163314e-05,-6.58495649e-05,9.91e+37,0
43.8,05/22/2025,14:55:32.518000,6.71666782e-05,-1.1270028e-05,-2.00669536e-05,-6.31004478e-05,9.91e+37,0
43.9,05/22/2025,14:55:32.618000,6.71520543e-05,-1.17862065e-05,-1.91492884e-05,-6.32754968e-05,9.91e+37,0
44.0,05/22/2025,14:55:32.718000,6.71944885e-05,-1.23989073e-05,-1.83460766e-05,-6.34412157e-05,9.91e+37,0
44.1,05/22/2025,14:55:32.818000,6.67208258e-05,-1.24429931e-05,-1.72252635e-05,-6.32465874e-05,9.91e+37,0
44.2,05/22/2025,14:55:32.918000,6.64268573e-05,-1.24542994e-05,-1.62493495e-05,-6.31931676e-05,9.91e+37,0
44.3,05/22/2025,14:55:33.018000,6.64076737e-05,-1.27636718e-05,-1.5229766e-05,-6.33649906e-05,9.91e+37,0
44.4,05/22/2025,14:55:33.118000,6.58420274e-05,-1.2542471e-05,-1.41871413e-05,-6.30601619e-05,9.91e+37,0
44.5,05/22/2025,14:55:33.218000,6.54702098e-05,-1.23333698e-05,-1.31596072e-05,-6.29369613e-05,9.91e+37,0
44.6,05/22/2025,14:55:33.318000,6.52885258e-05,-1.24374434e-05,-1.21280558e-05,-6.29349812e-05,9.91e+37,0
44.7,05/22/2025,14:55:33.418000,6.53923907e-05,-1.31245401e-05,-1.13522682e-05,-6.30478962e-05,9.91e+37,0
44.8,05/22/2025,14:55:33.518000,6.24273105e-05,-1.34240881e-05,-1.15481195e-05,-5.98632099e-05,9.91e+37,0
44.9,05/22/2025,14:55:33.618000,6.37327232e-05,-1.47587136e-05,-1.27963995e-05,-6.06654147e-05,9.91e+37,0
45.0,05/22/2025,14:55:33.718000,6.42798379e-05,-1.5161731e-05,-1.38389105e-05,-6.09139067e-05,9.91e+37,0
45.1,05/22/2025,14:55:33.818000,6.45494329e-05,-1.50137519e-05,-1.48252063e-05,-6.10035228e-05,9.91e+37,0
45.2,05/22/2025,14:55:33.918000,6.49563066e-05,-1.49694863e-05,-1.59926676e-05,-6.11512128e-05,9.91e+37,0
45.3,05/22/2025,14:55:34.018000,6.53414906e-05,-1.51615534e-05,-1.71761734e-05,-6.11932739e-05,9.91e+37,0
45.4,05/22/2025,14:55:34.118000,6.5520609e-05,-1.4919642e-05,-1.80274702e-05,-6.11993856e-05,9.91e+37,0
45.5,05/22/2025,14:55:34.218000,6.59362413e-05,-1.46437367e-05,-1.92053883e-05,-6.13539074e-05,9.91e+37,0
45.6,05/22/2025,14:55:34.318000,6.58791194e-05,-1.43713492e-05,-2.00844759e-05,-6.10748436e-05,9.91e+37,0
45.7,05/22/2025,14:55:34.418000,6.61368874e-05,-1.39183848e-05,-2.11166596e-05,-6.1110172e-05,9.91e+37,0
45.8,05/22/2025,14:55:34.518000,6.48632995e-05,-1.46274805e-05,-2.16027248e-05,-5.93852399e-05,9.91e+37,0
45.9,05/22/2025,14:55:34.618000,6.39416469e-05,-1.46941651e-05,-2.06163952e-05,-5.87160964e-05,9.91e+37,0
46.0,05/22/2025,14:55:34.718000,6.40934291e-05,-1.55401829e-05,-1.966356e-05,-5.89899549e-05,9.91e+37,0
46.1,05/22/2025,14:55:34.818000,6.37168461e-05,-1.53880116e-05,-1.86346993e-05,-5.89558611e-05,9.91e+37,0
46.2,05/22/2025,14:55:34.918000,6.34118609e-05,-1.57643712e-05,-1.74547023e-05,-5.88887262e-05,9.91e+37,0
46.3,05/22/2025,14:55:35.018000,6.32826035e-05,-1.58950966e-05,-1.64725575e-05,-5.89973615e-05,9.91e+37,0
46.4,05/22/2025,14:55:35.118000,6.27373911e-05,-1.56969211e-05,-1.53994924e-05,-5.87574893e-05,9.91e+37,0
46.5,05/22/2025,14:55:35.218000,6.24094427e-05,-1.57694937e-05,-1.44430926e-05,-5.86315503e-05,9.91e+37,0
46.6,05/22/2025,14:55:35.318000,6.21104322e-05,-1.57337247e-05,-1.31756836e-05,-5.8622155e-05,9.91e+37,0
46.7,05/22/2025,14:55:35.418000,6.17198263e-05,-1.55335581e-05,-1.22073649e-05,-5.8472436e-05,9.91e+37,0
46.8,05/22/2025,14:55:35.518000,6.0739708e-05,-1.65686362e-05,-1.20349134e-05,-5.71835053e-05,9.91e+37,0
46.9,05/22/2025,14:55:35.618000,6.03073774e-05,-1.78679519e-05,-1.29664347e-05,-5.61211871e-05,9.91e+37,0
47.0,05/22/2025,14:55:35.718000,6.0552507e-05,-1.77526737e-05,-1.40573861e-05,-5.61590472e-05,9.91e+37,0
47.1,05/22/2025,14:55:35.818000,6.0902591e-05,-1.79771563e-05,-1.49376353e-05,-5.62389055e-05,9.91e+37,0
47.2,05/22/2025,14:55:35.918000,6.15912902e-05,-1.82305465e-05,-1.63135791e-05,-5.65243429e-05,9.91e+37,0
47.3,05/22/2025,14:55:36.018000,6.18183958e-05,-1.81005443e-05,-1.74384042e-05,-5.64781942e-05,9.91e+37,0
47.4,05/22/2025,14:55:36.118000,6.20464117e-05,-1.78825957e-05,-1.84306074e-05,-5.64825875e-05,9.91e+37,0
47.5,05/22/2025,14:55:36.218000,6.23045292e-05,-1.77696317e-05,-1.94984127e-05,-5.64438344e-05,9.91e+37,0
47.6,05/22/2025,14:55:36.318000,6.2563165e-05,-1.74828717e-05,-2.06404205e-05,-5.64134014e-05,9.91e+37,0
47.7,05/22/2025,14:55:36.418000,6.27763422e-05,-1.71884402e-05,-2.16810625e-05,-5.63503167e-05,9.91e+37,0
47.8,05/22/2025,14:55:36.518000,6.25835854e-05,-1.76910247e-05,-2.24903705e-05,-5.5658926e-05,9.91e+37,0
47.9,05/22/2025,14:55:36.618000,6.03614942e-05,-1.76509803e-05,-2.22033751e-05,-5.32819201e-05,9.91e+37,0
48.0,05/22/2025,14:55:36.718000,6.01890205e-05,-1.80970746e-05,-2.09842169e-05,-5.34310465e-05,9.91e+37,0
48.1,05/22/2025,14:55:36.818000,5.99926623e-05,-1.83296588e-05,-1.99720982e-05,-5.35187671e-05,9.91e+37,0
48.2,05/22/2025,14:55:36.918000,5.97771254e-05,-1.87849116e-05,-1.88276272e-05,-5.35345896e-05,9.91e+37,0
48.3,05/22/2025,14:55:37.018000,5.92053722e-05,-1.87066988e-05,-1.76656786e-05,-5.33222216e-05,9.91e+37,0
48.4,05/22/2025,14:55:37.118000,5.91200618e-05,-1.89058282e-05,-1.65361633e-05,-5.35192178e-05,9.91e+37,0
48.5,05/22/2025,14:55:37.218000,5.8681305e-05,-1.88031088e-05,-1.5573326e-05,-5.33611298e-05,9.91e+37,0
48.6,05/22/2025,14:55:37.318000,5.825695e-05,-1.86861041e-05,-1.44377387e-05,-5.32564873e-05,9.91e+37,0
48.7,05/22/2025,14:55:37.418000,5.78929143e-05,-1.85892877e-05,-1.33371123e-05,-5.31803474e-05,9.91e+37,0
48.8,05/22/2025,14:55:37.518000,5.78909415e-05,-1.94020141e-05,-1.24936794e-05,-5.30926637e-05,9.91e+37,0
48.9,05/22/2025,14:55:37.618000,5.5721854e-05,-1.85240899e-05,-1.27894355e-05,-5.09726735e-05,9.91e+37,0
49.0,05/22/2025,14:55:37.718000,5.71166646e-05,-2.00349144e-05,-1.39843014e-05,-5.16270752e-05,9.91e+37,0
49.1,05/22/2025,14:55:37.818000,5.6970926e-05,-1.96988892e-05,-1.50997195e-05,-5.12800024e-05,9.91e+37,0
49.2,05/22/2025,14:55:37.918000,5.72942471e-05,-1.96572425e-05,-1.61908645e-05,-5.13232839e-05,9.91e+37,0
49.3,05/22/2025,14:55:38.018000,5.79667433e-05,-1.99357076e-05,-1.72940925e-05,-5.16103212e-05,9.91e+37,0
49.4,05/22/2025,14:55:38.118000,5.84646732e-05,-1.99480693e-05,-1.86259517e-05,-5.17036408e-05,9.91e+37,0
49.5,05/22/2025,14:55:38.218000,5.87175557e-05,-1.96757486e-05,-1.96797173e-05,-5.17042068e-05,9.91e+37,0
49.6,05/22/2025,14:55:38.318000,5.88914721e-05,-1.94223491e-05,-2.07824682e-05,-5.15661407e-05,9.91e+37,0
49.7,05/22/2025,14:55:38.418000,5.90318949e-05,-1.90316951e-05,-2.17899031e-05,-5.14563827e-05,9.91e+37,0
49.8,05/22/2025,14:55:38.518000,5.9313831e-05,-1.86829904e-05,-2.28841009e-05,-5.14333972e-05,9.91e+37,0
49.9,05/22/2025,14:55:38.618000,5.88308521e-05,-1.94417174e-05,-2.31780519e-05,-5.04565823e-05,9.91e+37,0
50.0,05/22/2025,14:55:38.718000,5.75860755e-05,-1.86866863e-05,-2.19021569e-05,-4.9872431e-05,9.91e+37,0
50.1,05/22/2025,14:55:38.818000,5.76638729e-05,-1.96700695e-05,-2.0949386e-05,-4.99933379e-05,9.91e+37,0
50.2,05/22/2025,14:55:38.918000,5.75159807e-05,-1.97205373e-05,-1.9786453e-05,-5.0276085e-05,9.91e+37,0
50.3,05/22/2025,14:55:39.018000,5.69907832e-05,-1.99390502e-05,-1.87990143e-05,-4.9969798e-05,9.91e+37,0
50.4,05/22/2025,14:55:39.118000,5.66352649e-05,-2.00037854e-05,-1.75145333e-05,-5.00064288e-05,9.91e+37,0
50.5,05/22/2025,14:55:39.218000,5.64394991e-05,-2.01645265e-05,-1.65296634e-05,-5.00557604e-05,9.91e+37,0
50.6,05/22/2025,14:55:39.318000,5.59733951e-05,-2.00750518e-05,-1.53441784e-05,-4.99456649e-05,9.91e+37,0
50.7,05/22/2025,14:55:39.418000,5.56110393e-05,-2.01103019e-05,-1.41683884e-05,-4.98740435e-05,9.91e+37,0
50.8,05/22/2025,14:55:39.518000,5.51812229e-05,-1.98503379e-05,-1.3078489e-05,-4.97984394e-05,9.91e+37,0
50.9,05/22/2025,14:55:39.618000,5.4671652e-05,-1.90582636e-05,-1.2538243e-05,-4.96846513e-05,9.91e+37,0
51.0,05/22/2025,14:55:39.718000,5.47953771e-05,-1.91743451e-05,-1.33981385e-05,-4.95516672e-05,9.91e+37,0
51.1,05/22/2025,14:55:39.818000,5.53126046e-05,-1.93158612e-05,-1.45686353e-05,-4.97406936e-05,9.91e+37,0
51.2,05/22/2025,14:55:39.918000,5.57618778e-05,-1.95367003e-05,-1.57735102e-05,-4.97885602e-05,9.91e+37,0
51.3,05/22/2025,14:55:40.018000,5.61066773e-05,-1.92976592e-05,-1.67622151e-05,-4.9945848e-05,9.91e+37,0
51.4,05/22/2025,14:55:40.118000,5.64693219e-05,-1.9311e-05,-1.80997772e-05,-4.98825387e-05,9.91e+37,0
51.5,05/22/2025,14:55:40.218000,5.67021851e-05,-1.91827611e-05,-1.90155998e-05,-4.98554554e-05,9.91e+37,0
51.6,05/22/2025,14:55:40.318000,5.70122625e-05,-1.88754875e-05,-2.00646038e-05,-4.99151853e-05,9.91e+37,0
51.7,05/22/2025,14:55:40.418000,5.7271316e-05,-1.85598535e-05,-2.12523736e-05,-4.983846e-05,9.91e+37,0
51.8,05/22/2025,14:55:40.518000,5.74748649e-05,-1.81995594e-05,-2.22768557e-05,-4.97581936e-05,9.91e+37,0
51.9,05/22/2025,14:55:40.618000,5.7125548e-05,-1.72483505e-05,-2.27014729e-05,-4.95021794e-05,9.91e+37,0
52.0,05/22/2025,14:55:40.718000,5.78412991e-05,-1.75965853e-05,-2.20783627e-05,-5.04828879e-05,9.91e+37,0
52.1,05/22/2025,14:55:40.818000,5.77936254e-05,-1.80968911e-05,-2.09224823e-05,-5.07430331e-05,9.91e+37,0
52.2,05/22/2025,14:55:40.918000,5.68578061e-05,-1.78218966e-05,-1.96510962e-05,-5.02894077e-05,9.91e+37,0
52.3,05/22/2025,14:55:41.018000,5.6617628e-05,-1.79806909e-05,-1.8653034e-05,-5.03419793e-05,9.91e+37,0
52.4,05/22/2025,14:55:41.118000,5.64326555e-05,-1.82894784e-05,-1.76166969e-05,-5.03963449e-05,9.91e+37,0
52.5,05/22/2025,14:55:41.218000,5.60352905e-05,-1.83166883e-05,-1.64278434e-05,-5.03445992e-05,9.91e+37,0
52.6,05/22/2025,14:55:41.318000,5.55506857e-05,-1.82379857e-05,-1.52680823e-05,-5.02009982e-05,9.91e+37,0
52.7,05/22/2025,14:55:41.418000,5.52352537e-05,-1.8190303e-05,-1.41658338e-05,-5.01933789e-05,9.91e+37,0
52.8,05/22/2025,14:55:41.518000,5.4924037e-05,-1.81869482e-05,-1.32151451e-05,-5.01123208e-05,9.91e+37,0
52.9,05/22/2025,14:55:41.618000,5.43163678e-05,-1.72490795e-05,-1.22315765e-05,-5.00312463e-05,9.91e+37,0
53.0,05/22/2025,14:55:41.718000,5.7333272e-05,-1.8044999e-05,-1.2540122e-05,-5.29549566e-05,9.91e+37,0
53.1,05/22/2025,14:55:41.818000,5.70258492e-05,-1.70891233e-05,-1.33108445e-05,-5.27515948e-05,9.91e+37,0
53.2,05/22/2025,14:55:41.918000,5.73599726e-05,-1.70146668e-05,-1.45532664e-05,-5.2809753e-05,9.91e+37,0
53.3,05/22/2025,14:55:42.018000,5.8003872e-05,-1.73678951e-05,-1.56650691e-05,-5.30792897e-05,9.91e+37,0
53.4,05/22/2025,14:55:42.118000,5.84352532e-05,-1.76238428e-05,-1.6834459e-05,-5.31100741e-05,9.91e+37,0
53.5,05/22/2025,14:55:42.218000,5.86091832e-05,-1.73536749e-05,-1.77738863e-05,-5.3084605e-05,9.91e+37,0
53.6,05/22/2025,14:55:42.318000,5.89539357e-05,-1.72163446e-05,-1.89001051e-05,-5.31220297e-05,9.91e+37,0
53.7,05/22/2025,14:55:42.418000,5.92947169e-05,-1.69349254e-05,-2.0068955e-05,-5.31630398e-05,9.91e+37,0
53.8,05/22/2025,14:55:42.518000,5.93256527e-05,-1.67324692e-05,-2.10147138e-05,-5.28955513e-05,9.91e+37,0
53.9,05/22/2025,14:55:42.618000,5.93187683e-05,-1.59632463e-05,-2.20455001e-05,-5.27056635e-05,9.91e+37,0
54.0,05/22/2025,14:55:42.718000,6.03545307e-05,-1.51647624e-05,-2.14832092e-05,-5.4324682e-05,9.91e+37,0
54.1,05/22/2025,14:55:42.818000,6.03370673e-05,-1.5220084e-05,-2.04770893e-05,-5.46772306e-05,9.91e+37,0
54.2,05/22/2025,14:55:42.918000,6.03961513e-05,-1.55651135e-05,-1.95675438e-05,-5.49775733e-05,9.91e+37,0
54.3,05/22/2025,14:55:43.018000,5.98378175e-05,-1.57526447e-05,-1.83467142e-05,-5.4734054e-05,9.91e+37,0
54.4,05/22/2025,14:55:43.118000,5.95847123e-05,-1.56307036e-05,-1.74060719e-05,-5.48000703e-05,9.91e+37,0
54.5,05/22/2025,14:55:43.218000,5.9307053e-05,-1.57834491e-05,-1.63726814e-05,-5.47735755e-05,9.91e+37,0
54.6,05/22/2025,14:55:43.318000,5.90826016e-05,-1.58737042e-05,-1.53268015e-05,-5.48075587e-05,9.91e+37,0
54.7,05/22/2025,14:55:43.418000,5.85891616e-05,-1.56768451e-05,-1.41940021e-05,-5.46393327e-05,9.91e+37,0
54.8,05/22/2025,14:55:43.518000,5.82760505e-05,-1.56125462e-05,-1.31635261e-05,-5.45808395e-05,9.91e+37,0
54.9,05/22/2025,14:55:43.618000,5.78321955e-05,-1.54886859e-05,-1.20111691e-05,-5.44095145e-05,9.91e+37,0
55.0,05/22/2025,14:55:43.718000,5.92464502e-05,-1.47208858e-05,-1.16324405e-05,-5.6197186e-05,9.91e+37,0
55.1,05/22/2025,14:55:43.818000,6.02672314e-05,-1.45444996e-05,-1.23583299e-05,-5.71652726e-05,9.91e+37,0
55.2,05/22/2025,14:55:43.918000,6.09976299e-05,-1.48842843e-05,-1.34980877e-05,-5.75931468e-05,9.91e+37,0
55.3,05/22/2025,14:55:44.018000,6.13975618e-05,-1.48827318e-05,-1.45540839e-05,-5.77610901e-05,9.91e+37,0
55.4,05/22/2025,14:55:44.118000,6.14901593e-05,-1.4864196e-05,-1.55267057e-05,-5.76109085e-05,9.91e+37,0
55.5,05/22/2025,14:55:44.218000,6.20365304e-05,-1.48498687e-05,-1.67331109e-05,-5.78620385e-05,9.91e+37,0
55.6,05/22/2025,14:55:44.318000,6.22188981e-05,-1.46803196e-05,-1.77319394e-05,-5.78036142e-05,9.91e+37,0
55.7,05/22/2025,14:55:44.418000,6.23109518e-05,-1.43015736e-05,-1.87205761e-05,-5.76858712e-05,9.91e+37,0
55.8,05/22/2025,14:55:44.518000,6.26640789e-05,-1.40020326e-05,-1.97315591e-05,-5.78048046e-05,9.91e+37,0
55.9,05/22/2025,14:55:44.618000,6.27703481e-05,-1.38522662e-05,-2.06428733e-05,-5.76376883e-05,9.91e+37,0
56.0,05/22/2025,14:55:44.718000,6.30677441e-05,-1.24892043e-05,-2.07716045e-05,-5.82245702e-05,9.91e+37,0
56.1,05/22/2025,14:55:44.818000,6.46240245e-05,-1.18913465e-05,-2.02133535e-05,-6.02186081e-05,9.91e+37,0
56.2,05/22/2025,14:55:44.918000,6.45278313e-05,-1.24850467e-05,-1.92157389e-05,-6.03218037e-05,9.91e+37,0
56.3,05/22/2025,14:55:45.018000,6.37886959e-05,-1.22374644e-05,-1.80900154e-05,-5.99332424e-05,9.91e+37,0
56.4,05/22/2025,14:55:45.118000,6.3467478e-05,-1.24239677e-05,-1.70938427e-05,-5.98461889e-05,9.91e+37,0
56.5,05/22/2025,14:55:45.218000,6.34279797e-05,-1.26350329e-05,-1.61097504e-05,-6.00328285e-05,9.91e+37,0
56.6,05/22/2025,14:55:45.318000,6.30898115e-05,-1.25968733e-05,-1.50745024e-05,-5.99533358e-05,9.91e+37,0
56.7,05/22/2025,14:55:45.418000,6.26909178e-05,-1.25861933e-05,-1.39783401e-05,-5.98025494e-05,9.91e+37,0
56.8,05/22/2025,14:55:45.518000,6.25414544e-05,-1.26888906e-05,-1.30144975e-05,-5.98418618e-05,9.91e+37,0
56.9,05/22/2025,14:55:45.618000,6.19694801e-05,-1.21809452e-05,-1.19951983e-05,-5.95647232e-05,9.91e+37,0
57.0,05/22/2025,14:55:45.718000,6.15931128e-05,-1.1333814e-05,-1.12772291e-05,-5.94817645e-05,9.91e+37,0
57.1,05/22/2025,14:55:45.818000,6.48377146e-05,-1.15505412e-05,-1.14767784e-05,-6.27598422e-05,9.91e+37,0
57.2,05/22/2025,14:55:45.918000,6.47497785e-05,-1.0936089e-05,-1.23284241e-05,-6.26174555e-05,9.91e+37,0
57.3,05/22/2025,14:55:46.018000,6.48487906e-05,-1.07767422e-05,-1.32110897e-05,-6.25675201e-05,9.91e+37,0
57.4,05/22/2025,14:55:46.118000,6.54748284e-05,-1.12892601e-05,-1.44521472e-05,-6.28541264e-05,9.91e+37,0
57.5,05/22/2025,14:55:46.218000,6.59507213e-05,-1.13555653e-05,-1.52221462e-05,-6.31572248e-05,9.91e+37,0
57.6,05/22/2025,14:55:46.318000,6.61094777e-05,-1.11124674e-05,-1.63218849e-05,-6.30917759e-05,9.91e+37,0
57.7,05/22/2025,14:55:46.418000,6.61940811e-05,-1.09825872e-05,-1.7199036e-05,-6.29700906e-05,9.91e+37,0
57.8,05/22/2025,14:55:46.518000,6.64692441e-05,-1.07851559e-05,-1.82542595e-05,-6.29970066e-05,9.91e+37,0
57.9,05/22/2025,14:55:46.618000,6.66605085e-05,-1.05398892e-05,-1.94176241e-05,-6.28926864e-05,9.91e+37,0
58.0,05/22/2025,14:55:46.718000,6.64239274e-05,-9.58432018e-06,-1.97525629e-05,-6.26906309e-05,9.91e+37,0
58.1,05/22/2025,14:55:46.818000,6.89147321e-05,-8.75416775e-06,-1.96599712e-05,-6.54682394e-05,9.91e+37,0
58.2,05/22/2025,14:55:46.918000,6.81076087e-05,-8.13060572e-06,-1.84309008e-05,-6.50602913e-05,9.91e+37,0
58.3,05/22/2025,14:55:47.018000,6.78240185e-05,-8.0572629e-06,-1.75150362e-05,-6.50261602e-05,9.91e+37,0
58.4,05/22/2025,14:55:47.118000,6.78920427e-05,-8.65092333e-06,-1.66293167e-05,-6.52530215e-05,9.91e+37,0
58.5,05/22/2025,14:55:47.218000,6.74536005e-05,-8.57469546e-06,-1.56105874e-05,-6.505976e-05,9.91e+37,0
58.6,05/22/2025,14:55:47.318000,6.71412281e-05,-8.65779639e-06,-1.46268746e-05,-6.49541501e-05,9.91e+37,0
58.7,05/22/2025,14:55:47.418000,6.70119111e-05,-8.71933264e-06,-1.38502984e-05,-6.49826031e-05,9.91e+37,0
58.8,05/22/2025,14:55:47.518000,6.66872567e-05,-8.51906035e-06,-1.27796735e-05,-6.48944972e-05,9.91e+37,0
58.9,05/22/2025,14:55:47.618000,6.63155312e-05,-8.47674299e-06,-1.18387938e-05,-6.46972756e-05,9.91e+37,0
59.0,05/22/2025,14:55:47.718000,6.57709337e-05,-8.22426164e-06,-1.09067838e-05,-6.43367648e-05,9.91e+37,0
59.1,05/22/2025,14:55:47.818000,6.74999627e-05,-7.08570861e-06,-1.05597608e-05,-6.62912449e-05,9.91e+37,0
59.2,05/22/2025,14:55:47.918000,6.85413473e-05,-6.51227233e-06,-1.12238314e-05,-6.73017994e-05,9.91e+37,0
59.3,05/22/2025,14:55:48.018000,6.91816298e-05,-7.10852527e-06,-1.21728475e-05,-6.77302632e-05,9.91e+37,0
59.4,05/22/2025,14:55:48.118000,6.95954306e-05,-7.05637647e-06,-1.30819382e-05,-6.79896639e-05,9.91e+37,0
59.5,05/22/2025,14:55:48.218000,6.96466171e-05,-7.09784009e-06,-1.39191874e-05,-6.7871409e-05,9.91e+37,0
59.6,05/22/2025,14:55:48.318000,7.01254156e-05,-6.9315609e-06,-1.49800716e-05,-6.81551526e-05,9.91e+37,0
59.7,05/22/2025,14:55:48.418000,7.00939559e-05,-6.95417983e-06,-1.57968994e-05,-6.79357049e-05,9.91e+37,0
59.8,05/22/2025,14:55:48.518000,7.02599515e-05,-6.60655171e-06,-1.66604618e-05,-6.79355818e-05,9.91e+37,0
59.9,05/22/2025,14:55:48.618000,7.0539518e-05,-6.46930737e-06,-1.77468763e-05,-6.79633728e-05,9.91e+37,0
60.0,05/22/2025,14:55:48.718000,7.06563566e-05,-6.13616327e-06,-1.85050965e-05,-6.7913398e-05,9.91e+37,0
60.1,05/22/2025,14:55:48.818000,7.11668196e-05,-4.58778907e-06,-1.84351916e-05,-6.8584343e-05,9.91e+37,0
60.2,05/22/2025,14:55:48.918000,7.24304726e-05,-3.72309603e-06,-1.77734306e-05,-7.01171668e-05,9.91e+37,0
60.3,05/22/2025,14:55:49.018000,7.24946046e-05,-4.05081885e-06,-1.68442435e-05,-7.0394105e-05,9.91e+37,0
60.4,05/22/2025,14:55:49.118000,7.19996016e-05,-3.88663773e-06,-1.58593193e-05,-7.01235957e-05,9.91e+37,0
60.5,05/22/2025,14:55:49.218000,7.15873316e-05,-3.98812585e-06,-1.49878247e-05,-6.98870947e-05,9.91e+37,0
60.6,05/22/2025,14:55:49.318000,7.17332408e-05,-4.21521803e-06,-1.43333894e-05,-7.01601291e-05,9.91e+37,0
60.7,05/22/2025,14:55:49.418000,7.11398346e-05,-4.11742219e-06,-1.32781407e-05,-6.9768287e-05,9.91e+37,0
60.8,05/22/2025,14:55:49.518000,7.07792007e-05,-4.00648006e-06,-1.24179012e-05,-6.95660772e-05,9.91e+37,0
60.9,05/22/2025,14:55:49.618000,7.06509459e-05,-4.0609e-06,-1.15390443e-05,-6.95838754e-05,9.91e+37,0
61.0,05/22/2025,14:55:49.718000,7.0329287e-05,-3.87256074e-06,-1.05594796e-05,-6.9424126e-05,9.91e+37,0
61.1,05/22/2025,14:55:49.818000,6.99694244e-05,-3.5640916e-06,-9.94994108e-06,-6.91665835e-05,9.91e+37,0
61.2,05/22/2025,14:55:49.918000,6.96458444e-05,-3.06605743e-06,-1.03243611e-05,-6.88080701e-05,9.91e+37,0
61.3,05/22/2025,14:55:50.018000,6.98904459e-05,-3.20715354e-06,-1.12731403e-05,-6.89006887e-05,9.91e+37,0
